index;SpType;RA;DEC;B;V;RV;Teff;e_Teff;log(g);e_log(g);[Fe/H];e_[Fe/H];lum;misc;PHYSREF;NAMES
HD121370;G0IV;208.6708333333333;18.39772222222222;3.26;2.68;-0.1;5998.0;34.0;3.82;0.07;0.28;0.05;IV;;1993A&A...275..101E (Edvardsson);HD 121370 BD+19 2725 SAO 100766 HR 5235 HIP 67927
HD121560;F6V;208.95833333333331;14.056500000000002;6.66;6.1;-13.0;6133.0;30.0;4.27;0.05;-0.41;0.05;V;;2000A&AS..141..491C (Chen);HD 121560 BD+14 2680 SAO 100776 HR 5243 HIP 68030
HD122408;A3V;210.4125;1.5445277777777775;4.34;4.24;-2.0;8308.0;59.0;3.8;0.07;-0.27;0.08;V;;;HD 122408 BD+02 2761 SAO 120238 HR 5264 HIP 68520
HD122563;F8IV;210.63333333333333;9.686083333333334;7.1;6.2;-23.3;4755.0;34.0;1.62;0.11;-2.37;0.07;IV;;2000ApJ...530..783W (Westin);HD 122563 BD+10 2617 SAO 120251 HR 5270 HIP 68594
HD122956;G6IV/Vw...;211.30416666666667;-14.857083333333334;8.18;7.25;166.0;4594.0;36.0;1.23;0.12;-1.85;0.09;IV;/Vw...;2000A&A...354..169G (Gratton);HD 122956 BD-14 3867 SAO 158333 HIP 68807
HD123299;A0III;211.09583333333333;64.3758611111111;3.62;3.65;-13.0;10307.0;175.0;3.9;0.07;-0.14;0.09;III;;1987PASP...99..130A (Adelman);HD 123299 BD+65 978 SAO 16273 HR 5291 HIP 68756
HD123657;M4.5:III;211.9833333333333;43.85444444444445;6.71;5.22;-35.8;3235.0;8.0;0.48;0.15;-0.2;0.08;;:III;1985ApJ...294..326S (Smith);HD 123657 BD+44 2325 SAO 44901 HR 5299 HIP 69038
HD123934;M1III;212.70833333333331;-16.302027777777777;6.66;4.95;17.5;3680.0;8.0;1.3;0.15;-0.23;0.06;III;;;HD 123934 BD-15 3817 SAO 158401 HR 5301 HIP 69269
HD123977;K0III;212.19166666666663;59.33763888888889;7.49;6.47;11.0;4799.0;25.0;2.51;0.08;-0.24;0.06;III;;Jones..Coude.Feed.Library;HD 123977 BD+60 1516 SAO 29019 HR 5302 HIP 69107
HD124186;K4III;212.8125;32.29588888888889;7.41;6.14;-21.7;4404.0;19.0;2.58;0.08;0.29;0.04;III;;Jones..Coude.Feed.Library;HD 124186 BD+32 2443 SAO 63979 HR 5310 HIP 69316
HD124244;G5;213.07083333333333;8.406972222222223;9.08;8.48;;5782.0;39.0;4.02;0.08;0.07;0.06;;;2000A&AS..141..491C (Chen);HD 124244 BD+09 2858 SAO 120340 HIP 69390
HD124547;K3III;212.2125;77.54752777777777;6.2;4.81;10.5;4141.0;16.0;1.73;0.1;-0.16;0.05;III;;1990ApJS...74.1075M (McWilliam);HD 124547 BD+78 478 SAO 7958 HR 5321 HIP 69112
HD124570;F6IV;213.52083333333331;12.959444444444443;6.08;5.5;-39.1;6114.0;31.0;3.95;0.06;0.1;0.04;IV;;1993A&A...275..101E (Edvardsson);HD 124570 BD+13 2764 SAO 100925 HR 5323 HIP 69536
HD124850;F7IV;214.00416666666663;-6.000555555555556;4.6;4.1;11.5;6226.0;29.0;3.9;0.05;-0.07;0.04;IV;;1993A&A...275..101E (Edvardsson);HD 124850 BD-05 3843 SAO 139824 HR 5338 HIP 69701
HD124897;K1.5III;213.91666666666663;19.18241666666667;1.19;-0.04;-5.2;4310.0;26.0;2.02;0.13;-0.54;0.08;III;;2000ApJ...530..307C (Carr);HD 124897 BD+19 2777 SAO 100944 HR 5340 HIP 69673
HD125184;G5IV;214.50416666666663;-7.542388888888889;7.2;6.5;-14.1;5611.0;28.0;3.97;0.06;0.26;0.05;IV;;1993A&A...275..101E (Edvardsson);HD 125184 BD-06 3964 SAO 139856 HR 5353 HIP 69881
HD125451;F5IV;214.81666666666663;13.004305555555556;5.76;5.4;-3.0;6609.0;42.0;4.14;0.05;-0.07;0.05;IV;;1988ApJ...325..749B (Boesgaard);HD 125451 BD+13 2782 SAO 100975 HR 5365 HIP 69989
HD125454;G8III;214.88333333333333;-2.265527777777778;6.17;5.15;-27.1;4842.0;23.0;2.58;0.07;-0.11;0.05;III;;1990ApJS...74.1075M (McWilliam);HD 125454 BD-01 2938 SAO 139866 HR 5366 HIP 70012
HD125560;K3III;214.9375;16.306944444444444;6.1;4.85;-7.8;4451.0;21.0;2.57;0.08;0.22;0.05;III;;1990ApJS...74.1075M (McWilliam);HD 125560 BD+16 2637 SAO 100980 HR 5370 HIP 70027
HD126141;F5V;215.77916666666667;25.338166666666663;6.58;6.23;-10.0;6677.0;29.0;4.17;0.03;-0.08;0.04;V;;1986ApJ...303..724B (Boesgaard);HD 126141 BD+25 2770 SAO 83321 HR 5387 HIP 70310
HD126271;K4III;216.075;8.084583333333335;7.4;6.18;-30.6;4442.0;22.0;2.54;0.09;-0.01;0.05;III;;1982AJ.....87.1679H (Hartkopf);HD 126271 BD+08 2858 SAO 120436 HR 5394 HIP 70414
HD126327;M7.5;216.05;25.703722222222225;9.24;7.97;-10.3;3088.0;17.0;0.3;0.36;-1.0;0.0;;;Jones..Coude.Feed.Library;HD 126327 BD+26 2563 SAO 83331 HIP 70401
HD126661;F0m;216.6125;19.226888888888887;5.63;5.41;-28.3;7613.0;45.0;3.47;0.05;0.36;0.04;;m;1980A&A....92..132B (Burkhart);HD 126661 BD+19 2810 SAO 101025 HR 5405 HIP 70602
HD126681;G3V;216.85416666666663;-18.41122222222222;9.93;9.32;-47.2;5631.0;70.0;4.38;0.13;-1.12;0.16;V;;2000A&A...353..722N (Nissen);HD 126681 BD-17 4092 SAO 158574 HIP 70681
HD126778;K0III;216.725;28.589;9.12;8.19;-131.1;4847.0;29.0;2.47;0.09;-0.5;0.07;III;;Jones..Coude.Feed.Library;HD 126778 BD+29 2535 SAO 83358 HIP 70635
HD126868;G2IV;217.05;-2.2279444444444447;5.5;4.84;-9.5;5707.0;49.0;3.67;0.11;0.01;0.08;IV;;1999A&A...348..487R (Randich);HD 126868 BD-01 2957 SAO 139951 HR 5409 HIP 70755
HD127334;G5V;217.40416666666667;41.79591666666666;7.05;6.4;-0.5;5667.0;31.0;4.21;0.06;0.23;0.05;V;;1993A&A...275..101E (Edvardsson);HD 127334 BD+42 2508 SAO 45075 HR 5423 HIP 70873
HD127665;K3III;217.95833333333331;30.37144444444445;4.9;3.58;-13.7;4307.0;18.0;2.17;0.09;-0.05;0.05;III;;1990ApJS...74.1075M (McWilliam);HD 127665 BD+31 2628 SAO 64202 HR 5429 HIP 71053
HD128000;K5III;218.12916666666663;55.398;7.3;5.74;2.8;3941.0;12.0;1.86;0.12;0.05;0.05;III;;1989ApJS...71..293B (Brown);HD 128000 BD+56 1746 SAO 29191 HR 5442 HIP 71111
HD128167;F2V;218.6708333333333;29.74513888888889;4.82;4.46;0.2;6703.0;26.0;4.21;0.03;-0.42;0.04;V;;1993A&A...275..101E (Edvardsson);HD 128167 BD+30 2536 SAO 83416 HR 5447 HIP 71284
HD128385;F5;218.4;65.39541666666668;7.07;6.61;17.0;6192.0;40.0;4.19;0.06;-0.24;0.06;;;2000A&AS..141..491C (Chen);HD 128385 BD+66 855 SAO 16431 HIP 71192
HD128750;K2III:;219.5583333333333;18.29838888888889;7.01;5.91;-14.4;4617.0;21.0;2.5;0.08;-0.21;0.05;III;:;1989ApJS...71..715B (Brown);HD 128750 BD+18 2906 SAO 101121 HR 5462 HIP 71571
HD128987;G6V;220.12916666666663;-16.20927777777778;7.92;7.24;;5581.0;29.0;4.62;0.05;0.08;0.05;V;;1998A&AS..129..237F (Feltzing);HD 128987 BD-15 3924 SAO 158720 HIP 71743
HD129132;G0V;220.09166666666667;21.975861111111108;6.51;6.14;0.9;6761.0;45.0;3.9;0.06;0.04;0.05;V;;;HD 129132 BD+22 2731 BD+22 2731p SAO 83458 HR 5472 HIP 71729
HD129312;G7III;220.4125;8.16175;5.86;4.86;-22.1;5002.0;28.0;2.37;0.07;0.02;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 129312 BD+08 2903 SAO 120601 HR 5480 HIP 71832
HD129336;G8III;220.4333333333333;11.660666666666668;6.5;5.56;-23.3;4942.0;32.0;2.64;0.09;-0.28;0.07;III;;Jones..Coude.Feed.Library;HD 129336 BD+12 2729 SAO 101152 HR 5481 HIP 71837
HD129956;B9.5V;221.375;0.7172777777777778;5.66;5.67;-20.4;10252.0;160.0;3.86;0.09;-0.37;0.1;V;;IRAF Standard;HD 129956 BD+01 2972 SAO 120642 HR 5501 HIP 72154
HD129972;G8.5III;221.3083333333333;16.964277777777777;5.56;4.61;-9.2;4987.0;28.0;2.64;0.07;-0.02;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 129972 BD+17 2780 SAO 101184 HR 5502 HIP 72125
HD129978;K2III;221.49166666666667;-15.459527777777778;7.56;6.35;-39.8;4500.0;20.0;2.25;0.08;-0.2;0.05;III;;;HD 129978 BD-14 4023 SAO 158788 HR 5503 HIP 72194
HD130025;K0;221.3375;18.884944444444443;6.97;6.16;;5226.0;32.0;2.82;0.08;-0.13;0.07;;;1989ApJS...71..715B (Brown);HD 130025 BD+19 2854 SAO 101187 HR 5507 HIP 72139
HD130087;G2IV;221.4875;10.052;8.1;7.52;;5950.0;33.0;4.1;0.06;0.23;0.05;IV;;1998A&AS..129..237F (Feltzing);HD 130087 BD+10 2737 SAO 101198 HIP 72190
HD130109;A0V;221.5625;1.8928888888888888;3.71;3.72;-6.1;9772.0;205.0;3.83;0.12;-0.41;0.14;V;;;HD 130109 BD+02 2862 SAO 120648 HR 5511 HIP 72220
HD130325;K0III;221.97916666666663;-12.84;7.43;6.32;;4706.0;26.0;2.53;0.08;-0.16;0.06;III;;;HD 130325 BD-12 4134 SAO 158808 HR 5518 HIP 72373
HD130705;K4II-III;222.3583333333333;10.044166666666667;7.91;6.64;;4425.0;22.0;2.57;0.09;0.38;0.05;II;#NAME?;Jones..Coude.Feed.Library;HD 130705 BD+10 2748 SAO 101232 HIP 72499
HD130948;G1V;222.56666666666663;23.91183333333333;6.43;5.88;-1.5;5993.0;31.0;4.41;0.05;-0.01;0.05;V;;2000A&AS..141..491C (Chen);HD 130948 BD+24 2786 HD 130948 A SAO 83553 HR 5534 HIP 72567
HD130952;G8III;222.75416666666663;-2.299138888888889;5.91;4.93;83.1;4789.0;27.0;2.5;0.09;-0.4;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 130952 BD-01 2991 SAO 140176 HR 5535 HIP 72631
HD131111;K0III;222.625;37.27205555555555;6.5;5.48;-66.7;4724.0;26.0;2.82;0.08;-0.27;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 131111 BD+37 2580 SAO 64355 HR 5541 HIP 72582
HD131156;G8V;222.84583333333333;19.100472222222223;5.31;4.55;3.0;5530.0;29.0;4.6;0.06;-0.08;0.05;V;;1995A&A...304..449R (Ruck);HD 131156 BD+19 2870 SAO 101250 HR 5544 HIP 72659
HD131507;K4III;222.8583333333333;59.29397222222222;6.89;5.49;11.4;4162.0;16.0;2.1;0.11;-0.11;0.05;III;;1990ApJS...74.1075M (McWilliam);HD 131507 BD+59 1615 SAO 29315 HR 5552 HIP 72664
HD131873;K4III;222.675;74.1555;3.59;2.08;16.9;4067.0;13.0;1.7;0.11;-0.13;0.05;III;;1990ApJS...74.1075M (McWilliam);HD 131873 BD+74 595 SAO 8102 HR 5563 HIP 72607
HD131918;K4III;224.19166666666663;-11.409694444444444;6.98;5.48;14.6;4148.0;17.0;1.67;0.11;-0.03;0.05;III;;1990ApJS...74.1075M (McWilliam);HD 131918 BD-10 3989 SAO 158915 HR 5564 HIP 73133
HD132132;K1III;224.3875;-0.1676111111111111;6.65;5.52;20.1;4681.0;26.0;2.55;0.08;0.08;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 132132 BD+00 3277 SAO 120758 HR 5573 HIP 73193
HD132254;F7V;224.09583333333333;49.62844444444445;6.13;5.6;-14.6;6195.0;30.0;4.15;0.05;0.05;0.04;V;;2000A&AS..141..491C (Chen);HD 132254 BD+50 2126 SAO 45288 HR 5581 HIP 73100
HD132345;K3IIICN...;224.725;-11.144;7.15;5.86;-11.5;4450.0;24.0;2.53;0.1;0.36;0.05;III;CN...;1995AJ....110.2968L (Luck);HD 132345 BD-10 3999 SAO 158946 HR 5582 HIP 73310
HD132883;K1:IV-V:;225.39583333333331;-3.16425;7.88;6.69;;4534.0;20.0;2.82;0.07;0.05;0.04;;:IV-V:;Jones..Coude.Feed.Library;HD 132883 BD-02 3930 SAO 140278 HIP 73518
HD133165;K0.5IIIb;225.725;2.0913055555555555;5.45;4.4;-16.4;4725.0;24.0;2.5;0.08;-0.24;0.06;III;b;1990ApJS...74.1075M (McWilliam);HD 133165 BD+02 2905 SAO 120809 HR 5601 HIP 73620
HD133208;G8IIIa;225.4875;40.39055555555556;4.43;3.49;-19.9;5049.0;45.0;2.35;0.11;-0.05;0.1;III;a;1990ApJS...74.1075M (McWilliam);HD 133208 BD+40 2840 SAO 45337 HR 5602 HIP 73555
HD134063;G5III;226.8125;22.56436111111111;8.71;7.8;-11.0;4901.0;28.0;2.4;0.09;-0.68;0.07;III;;Jones..Coude.Feed.Library;HD 134063 BD+23 2775 SAO 83668 HIP 73991
HD134083;F5V;226.825;24.86919444444445;5.36;4.93;-7.3;6517.0;30.0;4.18;0.04;-0.03;0.04;V;;1990ApJ...351..467B (Boesgaard);HD 134083 BD+25 2873 SAO 83671 HR 5634 HIP 73996
HD134169;G1Vw;227.075;3.930583333333333;8.16;7.67;;5878.0;33.0;4.07;0.06;-0.77;0.06;V;w;1993A&A...275..101E (Edvardsson);HD 134169 BD+04 2969 SAO 120858 HIP 74079
HD134190;G7.5III;226.57083333333333;54.556305555555554;6.19;5.25;16.1;4937.0;30.0;2.54;0.09;-0.38;0.07;III;;1990ApJS...74.1075M (McWilliam);HD 134190 BD+55 1730 SAO 29407 HR 5635 HIP 73909
HD134474;G5;227.2458333333333;37.31855555555556;9.66;8.88;;5341.0;26.0;4.59;0.05;0.22;0.05;;;1998A&AS..129..237F (Feltzing);HD 134474 BD+37 2611 SAO 64521 HIP 74135
HD135148;K0;228.32083333333333;12.457083333333332;10.83;9.38;-92.0;4361.0;30.0;0.72;0.1;-1.85;0.07;;;2000ApJ...544..302B (Burris);HD 135148 BD+12 2804 HIP 74491
HD135722;G8III;228.875;33.31483333333333;4.42;3.47;-12.3;4915.0;30.0;2.61;0.09;-0.42;0.07;III;;1991ApJS...75..579L (Luck);HD 135722 BD+33 2561 SAO 64589 HR 5681 HIP 74666
HD135742;B8V;229.25;-9.382916666666668;2.54;2.61;-35.2;12946.0;449.0;4.12;0.16;0.33;0.17;V;;;HD 135742 BD-08 3935 SAO 140430 HR 5685 HIP 74785
HD136064;F9IV;228.65833333333333;67.34672222222221;5.66;5.1;-46.8;6124.0;34.0;4.02;0.06;0.02;0.05;IV;;1993A&A...275..101E (Edvardsson);HD 136064 BD+67 876 SAO 16660 HR 5691 HIP 74605
HD136202;F8III-IV;229.82916666666668;1.7654166666666666;5.6;5.1;53.5;6132.0;33.0;3.99;0.06;0.02;0.05;III;#NAME?;2003A&A...402..433L (Le Borgne);HD 136202 BD+02 2944 SAO 120946 HR 5694 HIP 74975
HD136479;K1III;230.28333333333333;-5.824861111111111;6.59;5.54;-33.0;4957.0;34.0;2.93;0.09;0.25;0.07;III;;1990ApJS...74.1075M (McWilliam);HD 136479 BD-05 4057 SAO 140474 HR 5707 HIP 75127
HD136512;K0III;230.0375;29.616222222222223;6.53;5.52;-53.1;4821.0;25.0;2.54;0.08;-0.27;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 136512 BD+30 2647 SAO 83768 HR 5709 HIP 75049
HD136726;K4III;229.275;71.82388888888889;6.41;5.02;-16.1;4204.0;20.0;1.99;0.13;-0.01;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 136726 BD+72 678 SAO 8207 HR 5714 HIP 74793
HD136729;A4V;230.02083333333331;51.95852777777778;5.77;5.65;8.1;8247.0;63.0;3.93;0.07;-0.3;0.08;V;;;HD 136729 BD+52 1869 SAO 29487 HR 5715 HIP 75043
HD137052;F5IV;231.05;-10.322277777777778;5.34;4.93;-9.7;6477.0;31.0;4.02;0.04;-0.04;0.04;IV;;1993A&A...275..101E (Edvardsson);HD 137052 BD-09 4138 SAO 159234 HR 5723 HIP 75379
HD137510;G0IV-V;231.47083333333333;19.48069444444444;6.86;6.26;-3.3;5886.0;30.0;3.89;0.06;0.29;0.04;IV;#NAME?;1998A&AS..129..237F (Feltzing);HD 137510 BD+19 2966 SAO 101548 HR 5740 HIP 75535
HD137759;K2III;231.2333333333333;58.96605555555556;4.49;3.31;-10.7;4525.0;22.0;2.63;0.08;0.11;0.05;III;;1998A&A...338..623M (Mallik);HD 137759 BD+59 1654 SAO 29520 HR 5744 HIP 75458
HD138279;F5;232.75833333333333;1.6838333333333333;10.36;9.99;-5.0;6172.0;64.0;4.06;0.09;-1.35;0.15;;;1995AJ....110.2319C (Clementini);HD 138279 BD+02 2972 HIP 75982
HD138481;K5III;232.7333333333333;40.83305555555556;6.68;5.05;-10.4;3905.0;12.0;1.22;0.12;-0.01;0.04;III;;1990ApJS...74.1075M (McWilliam);HD 138481 BD+41 2609 SAO 45580 HR 5763 HIP 75973
HD138716;K1IV;233.5458333333333;-10.064527777777778;5.63;4.61;47.7;4779.0;47.0;3.14;0.14;-0.09;0.1;IV;;1990ApJS...74.1075M (McWilliam);HD 138716 BD-09 4171 SAO 140609 HR 5777 HIP 76219
HD138776;K0;233.57083333333333;-2.724055555555556;9.47;8.72;;5584.0;38.0;4.06;0.08;0.36;0.06;;;1997AJ....114..376C (Castro);HD 138776 BD-02 4015 SAO 140612 HIP 76228
HD138905;K0III;233.88333333333333;-14.789527777777778;4.92;3.92;-27.5;4783.0;45.0;2.42;0.14;-0.4;0.11;III;;1990ApJS...74.1075M (McWilliam);HD 138905 BD-14 4237 SAO 159370 HR 5787 HIP 76333
HD139195;K0III:CNs...;234.125;10.010166666666668;6.2;5.26;7.8;4985.0;27.0;2.71;0.07;-0.11;0.06;III;:CNs...;1990ApJS...74.1075M (McWilliam);HD 139195 BD+10 2884 SAO 101640 HR 5802 HIP 76425
HD139446;G8III/IV;234.72916666666663;-19.30188888888889;6.23;5.37;47.1;5108.0;31.0;2.75;0.08;-0.28;0.07;III;/IV;1990ApJS...74.1075M (McWilliam);HD 139446 BD-18 4118 SAO 159411 HR 5814 HIP 76628
HD139457;F8V;234.4958333333333;10.239888888888888;7.6;7.04;38.2;6077.0;51.0;4.12;0.09;-0.45;0.08;V;;2000A&AS..141..491C (Chen);HD 139457 BD+10 2886 SAO 101658 HIP 76543
HD139641;G7.5IIIb;234.45833333333331;40.35344444444445;6.13;5.26;-9.7;5000.0;50.0;2.94;0.14;-0.52;0.11;III;b;1990ApJS...74.1075M (McWilliam);HD 139641 BD+40 2907 SAO 45643 HR 5823 HIP 76534
HD139669;K5III;232.85416666666663;77.34936111111111;6.58;5.0;-25.0;3949.0;13.0;1.5;0.12;0.16;0.04;III;;1990ApJS...74.1075M (McWilliam);HD 139669 BD+77 592 SAO 8274 HR 5826 HIP 76008
HD140027;G8III;235.2458333333333;16.024583333333332;6.89;6.0;3.4;5136.0;34.0;2.7;0.09;-0.11;0.08;III;;Jones..Coude.Feed.Library;HD 140027 BD+16 2816 SAO 101678 HR 5840 HIP 76810
HD140283;sdF3;235.7625;-10.9335;7.69;7.24;-171.4;5798.0;52.0;3.59;0.1;-2.18;0.11;VI;;2000A&A...362.1077Z (Zhao);HD 140283 BD-10 4149 SAO 159459 HIP 76976
HD140573;K2IIIb;236.06666666666663;6.425638888888889;3.83;2.64;2.9;4592.0;24.0;2.69;0.08;0.25;0.05;III;b;1995AJ....110.2968L (Luck);HD 140573 BD+06 3088 SAO 121157 HR 5854 HIP 77070
HD141003;A2IV;236.5458333333333;15.421833333333332;3.73;3.66;-0.8;8538.0;78.0;3.75;0.1;-0.2;0.1;IV;;;HD 141003 BD+15 2911 SAO 101725 HR 5867 HIP 77233
HD141004;G0V;236.6125;7.353083333333333;5.03;4.43;-66.4;5892.0;30.0;4.19;0.06;-0.01;0.05;V;;1993A&A...275..101E (Edvardsson);HD 141004 BD+07 3023 SAO 121186 HR 5868 HIP 77257
HD141680;G8III;237.575;2.1965;6.24;5.23;-3.5;4848.0;41.0;2.59;0.12;-0.2;0.1;III;;1990ApJS...74.1075M (McWilliam);HD 141680 BD+02 3007 SAO 121215 HR 5888 HIP 77578
HD141714;G3.5III;237.4;26.06838888888889;5.36;4.6;-19.1;5317.0;31.0;3.24;0.08;-0.23;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 141714 BD+26 2737 SAO 84019 HR 5889 HIP 77512
HD142091;K1IVa;237.8083333333333;35.65738888888889;5.82;4.82;-24.0;4844.0;25.0;3.27;0.07;0.07;0.05;IV;a;1990ApJS...74.1075M (McWilliam);HD 142091 BD+36 2652 SAO 64948 HR 5901 HIP 77655
HD142198;K0III;238.45833333333331;-16.729305555555555;5.15;4.14;3.4;4804.0;28.0;2.49;0.09;-0.27;0.06;III;;1998A&A...338..623M (Mallik);HD 142198 BD-16 4174 SAO 159563 HR 5908 HIP 77853
HD142373;F8Ve...;238.1708333333333;42.45152777777778;5.18;4.62;-55.4;5837.0;38.0;3.98;0.08;-0.51;0.07;V;e...;1993A&A...275..101E (Edvardsson);HD 142373 BD+42 2648 SAO 45772 HR 5914 HIP 77760
HD142860;F6IV;239.1125;15.661611111111112;4.33;3.85;6.7;6274.0;30.0;4.15;0.05;-0.19;0.04;IV;;1993A&A...275..101E (Edvardsson);HD 142860 BD+16 2849 SAO 101826 HR 5933 HIP 78072
HD142980;K1IV;239.3125;14.414472222222225;6.69;5.55;-68.3;4493.0;22.0;2.65;0.09;0.01;0.05;IV;;1990ApJS...74.1075M (McWilliam);HD 142980 BD+14 2969 SAO 101834 HR 5940 HIP 78132
HD143107;K2III;239.39583333333331;26.87788888888889;5.39;4.14;-30.5;4397.0;20.0;2.09;0.09;-0.18;0.05;III;;1990ApJS...74.1075M (McWilliam);HD 143107 BD+27 2558 SAO 84098 HR 5947 HIP 78159
HD143393;K2III;239.775;29.431583333333336;8.27;7.12;17.8;4599.0;24.0;2.68;0.09;-0.07;0.05;III;;Jones..Coude.Feed.Library;HD 143393 BD+29 2748 SAO 84124 HIP 78288
HD143666;G8IIIb;240.3083333333333;17.81838888888889;6.1;5.11;-18.6;4897.0;29.0;2.61;0.08;-0.19;0.07;III;b;1990ApJS...74.1075M (McWilliam);HD 143666 BD+18 3101 SAO 101879 HR 5966 HIP 78481
HD143761;G0Va;240.2625;33.3035;6.01;5.4;18.4;5799.0;29.0;4.19;0.06;-0.26;0.05;V;a;1993A&A...275..101E (Edvardsson);HD 143761 BD+33 2663 SAO 65024 HR 5968 HIP 78459
HD144172;F8;241.125;0.6722222222222222;7.22;6.81;;6346.0;28.0;4.13;0.04;-0.45;0.04;;;1993A&A...275..101E (Edvardsson);HD 144172 BD+01 3160 SAO 121350 HIP 78742
HD144585;G5V;241.7625;-14.071305555555556;6.98;6.32;-15.9;5765.0;30.0;4.1;0.06;0.28;0.04;V;;1993A&A...275..101E (Edvardsson);HD 144585 BD-13 4342 SAO 159706 HR 5996 HIP 78955
HD145328;K1III-IV;242.24166666666667;36.490944444444445;5.77;4.76;-18.6;4808.0;23.0;3.08;0.07;-0.07;0.05;III;#NAME?;1990ApJS...74.1075M (McWilliam);HD 145328 BD+36 2699 SAO 65108 HR 6018 HIP 79119
HD145502;B2IV;243.0;-19.46072222222222;4.11;4.13;2.4;19251.0;350.0;3.8;0.08;-0.02;0.05;IV;;;HD 145502 BD-19 4333 SAO 159764 HR 6027 HIP 79374
HD146051;M0.5III;243.5875;-3.6943333333333337;4.32;2.74;-19.9;3770.0;7.0;1.46;0.11;-0.04;0.04;III;;1977A&A....61...17O (Oinas);HD 146051 BD-03 3903 SAO 141052 HR 6056 HIP 79593
HD146791;G9.5IIIb;244.57916666666668;-4.6925;4.2;3.24;-10.3;4918.0;28.0;2.59;0.08;-0.13;0.06;III;b;1991ApJS...75..579L (Luck);HD 146791 BD-04 4086 SAO 141086 HR 6075 HIP 79882
HD147394;B5IV;244.9333333333333;46.31336111111111;3.74;3.89;-13.8;15868.0;270.0;3.73;0.05;0.03;0.05;IV;;1993A&A...274..335S (Smith);HD 147394 BD+46 2169 SAO 46028 HR 6092 HIP 79992
HD147677;K0III;245.525;30.892;5.83;4.86;-29.1;4982.0;26.0;2.93;0.07;0.11;0.05;III;;1990ApJS...74.1075M (McWilliam);HD 147677 BD+31 2845 SAO 65254 HR 6103 HIP 80181
HD147700;K0III;246.025;-20.037333333333336;5.51;4.49;0.2;4838.0;34.0;2.53;0.12;-0.18;0.08;III;;Jones..Coude.Feed.Library;HD 147700 BD-19 4365 SAO 159892 HR 6104 HIP 80343
HD148293;K2III;245.45416666666668;69.10938888888889;6.39;5.27;-8.1;4693.0;24.0;2.59;0.07;0.16;0.05;III;;1990ApJS...74.1075M (McWilliam);HD 148293 BD+69 845 SAO 17062 HR 6126 HIP 80161
HD148387;G8IIIb;245.9958333333333;61.51422222222222;3.64;2.74;-14.3;5066.0;37.0;2.78;0.1;-0.07;0.08;III;b;1990ApJS...74.1075M (McWilliam);HD 148387 BD+61 1591 SAO 17074 HR 6132 HIP 80331
HD148513;K4III;247.14166666666668;0.665;6.89;5.4;7.3;4127.0;15.0;2.15;0.11;0.19;0.05;III;;1995AJ....110.2968L (Luck);HD 148513 BD+00 3529 SAO 121623 HR 6136 HIP 80693
HD148783;M6III;247.1625;41.88166666666667;6.19;4.91;3.4;3146.0;10.0;0.45;0.18;-1.0;0.0;III;;2000ApJ...537..205R (Ramirez);HD 148783 BD+42 2714 SAO 46108 HR 6146 HIP 80704
HD148786;G8/K0III;247.78333333333333;-16.612722222222224;5.21;4.29;-34.4;5180.0;30.0;2.82;0.07;0.2;0.06;;/K0III;1990ApJS...74.1075M (McWilliam);HD 148786 BD-16 4298 SAO 159963 HR 6147 HIP 80894
HD149161;K4III;248.15;11.488027777777775;6.33;4.84;3.1;3924.0;10.0;1.86;0.11;-0.22;0.05;III;;1990ApJS...74.1075M (McWilliam);HD 149161 BD+11 3008 SAO 102234 HR 6159 HIP 81008
HD149630;B9V;248.525;42.43702777777777;4.19;4.2;-10.9;10294.0;189.0;3.99;0.09;0.03;0.12;V;;;HD 149630 BD+42 2724 SAO 46161 HR 6168 HIP 81126
HD149661;K2V;249.0875;-2.324583333333333;6.57;5.76;-15.4;5301.0;29.0;4.64;0.06;0.12;0.05;V;;1976A&A....51...85H (Hearnshaw);HD 149661 BD-01 3220 BD-02 4211 SAO 141269 HR 6171 HIP 81300
HD149750;G5;248.8125;37.02213888888889;9.21;8.59;;5783.0;37.0;4.06;0.07;0.16;0.06;;;2000A&AS..141..491C (Chen);HD 149750 BD+37 2772 SAO 65410 HIP 81210
HD149757;O9V;249.29166666666663;-10.567083333333333;2.6;2.58;-15.0;33262.0;836.0;4.09;0.08;-0.09;0.08;V;;;HD 149757 BD-10 4350 SAO 160006 HR 6175 HIP 81377
HD150012;F5IV;249.45;13.68702777777778;6.7;6.3;-21.1;6628.0;33.0;3.98;0.05;0.13;0.04;IV;;1986ApJ...303..724B (Boesgaard);HD 150012 BD+13 3177 SAO 102278 HR 6181 HIP 81425
HD150100;B9.5Vn;249.0458333333333;52.900055555555554;5.47;5.51;-8.6;10271.0;127.0;3.99;0.04;-0.33;0.07;V;n;;HD 150100 BD+53 1875 SAO 30012 HR 6184 HIP 81290
